director_name,duration,gross,genres,movie_title,language,country,budget,title_year,imdb_score,Genre
SpikeLee,142,19283782,Crime|Drama|Romance|Thriller,SummerofSam†,English,USA,22000000,1999,6.6,Crime
KevinSmith,104,30059386,Comedy,JayandSilentBobStrikeBack†,English,USA,22000000,2001,6.9,Comedy
MichaelBay,136,35799026,Action|Adventure|Romance|Sci-Fi|Thriller,TheIsland†,English,USA,126000000,2005,6.9,Action
DanielSackheim,106,17951431,Crime|Drama|Mystery|Thriller,TheGlassHouse†,English,USA,30000000,2001,5.8,Crime
EthanCoen,106,29997095,Comedy|Mystery,"Hail,Caesar!†",English,UK,22000000,2016,6.4,Comedy
HarryElfont,98,14252830,Comedy|Music,JosieandthePussycats†,English,Canada,22000000,2001,5.3,Comedy
GaryFleder,100,19783777,Action|Crime|Drama|Thriller,Homefront†,English,USA,22000000,2013,6.5,Action
UliEdel,95,13555988,Adventure|Comedy|Family|Fantasy,TheLittleVampire†,English,Germany,22000000,2000,5.7,Adventure
DavidO.Russell,107,12784713,Comedy,IHeartHuckabees†,English,USA,22000000,2004,6.7,Comedy
FredDekker,104,10696210,Action|Crime|Sci-Fi|Thriller,RoboCop3†,English,USA,23500000,1993,3.9,Action
BrianTrenchard-Smith,104,5974653,Action|Adventure|Fantasy|Sci-Fi|Thriller,Megiddo:TheOmegaCode2†,English,USA,22000000,2001,4.1,Action
BlakeEdwards,143,5000000,Comedy|Drama|Musical|Romance|War,DarlingLili†,English,USA,25000000,1970,6.2,Comedy
HughWilson,77,9694105,Comedy|Family|Romance,DudleyDo-Right†,English,USA,22000000,1999,3.8,Comedy
CamilleDelamarre,96,16027866,Action|Crime|Thriller,TheTransporterRefueled†,English,France,25000000,2015,5.1,Action
PaulVerhoeven,145,4398392,Drama|Thriller|War,BlackBook†,Dutch,Netherlands,21000000,2006,7.8,Drama
ChristianCarion,116,1050445,Drama|History|Music|Romance|War,JoyeuxNoel†,French,France,22000000,2005,7.8,Drama
DavidPalmer,100,13746550,Action|Comedy|Romance,HitandRun†,English,USA,2000000,2012,6.1,Action
CallieKhouri,104,20668843,Comedy|Crime|Thriller,MadMoney†,English,USA,22000000,2008,5.8,Comedy
RowanJoffe,92,2963012,Drama|Mystery|Thriller,BeforeIGotoSleep†,English,UK,22000000,2014,6.3,Drama
JohnCurran,105,1796024,Drama|Thriller,Stone†,English,USA,22000000,2010,5.4,Drama
LaurentTirard,120,634277,Comedy|History,Moli√®re†,French,France,16000000,2007,7.3,Comedy
ScottCooper,116,11326836,Crime|Drama|Thriller,OutoftheFurnace†,English,USA,22000000,2013,6.8,Crime
TonyGilroy,119,49024969,Crime|Drama|Mystery|Thriller,MichaelClayton†,English,USA,25000000,2007,7.3,Crime
PeterSegal,101,22294341,Adventure|Comedy,MyFellowAmericans†,English,USA,21500000,1996,6.5,Adventure
MarkPellington,117,24362501,Crime|Drama|Thriller,ArlingtonRoad†,English,USA,21500000,1999,7.2,Crime
WoodyAllen,112,16684352,Comedy|Romance,ToRomewithLove†,English,USA,17000000,2012,6.3,Comedy
ClintEastwood,136,46700000,Action|Adventure|Thriller,Firefox†,English,USA,21000000,1982,5.9,Action
TreyParker,81,52008288,Animation|Comedy|Fantasy|Musical,SouthPark:BiggerLonger&Uncut†,English,USA,21000000,1999,7.8,Animation
FrankOz,87,8579684,Comedy,DeathataFuneral†,English,USA,9000000,2007,7.4,Comedy
StuartGillard,96,42660000,Action|Adventure|Comedy|Family|Fantasy|Sci-Fi,TeenageMutantNinjaTurtlesIII†,English,USA,17000000,1993,4.8,Action
BrianRobbins,106,40219708,Drama|Sport,Hardball†,English,USA,21000000,2001,6.3,Drama
DavidO.Russell,122,132088910,Comedy|Drama|Romance,SilverLiningsPlaybook†,English,USA,21000000,2012,7.8,Comedy
RichardLaGravenese,123,36581633,Biography|Crime|Drama,FreedomWriters†,English,Germany,21000000,2007,7.5,Biography
LouisLeterrier,92,25296447,Action|Crime|Thriller,TheTransporter†,English,France,21000000,2002,6.8,Action
JeffWadlow,110,24848292,Action|Drama|Sport,NeverBackDown†,English,USA,20000000,2008,6.6,Action
KattShea,104,17757087,Horror|Sci-Fi|Thriller,TheRage:Carrie2†,English,USA,21000000,1999,4.6,Horror
SamMendes,98,9430988,Comedy|Drama|Romance,AwayWeGo†,English,USA,17000000,2009,7.1,Comedy
JoshuaMichaelStern,120,16284360,Comedy|Drama,SwingVote†,English,USA,21000000,2008,6.1,Comedy
BradSilberling,112,6830957,Drama|Romance,MoonlightMile†,English,USA,21000000,2002,6.7,Drama
TomasAlfredson,127,24104113,Drama|Mystery|Thriller,TinkerTailorSoldierSpy†,English,France,20000000,2011,7.1,Drama
JohnDuigan,102,15593,Comedy|Drama|Romance,Molly†,English,USA,21000000,1999,5.8,Comedy
JodieFoster,91,958319,Drama,TheBeaver†,English,USA,21000000,2011,6.7,Drama
ColinHiggins,114,69700000,Comedy|Musical,TheBestLittleWhorehouseinTexas†,English,USA,35000000,1982,5.8,Comedy
DavidCronenberg,115,2840417,Horror|Sci-Fi|Thriller,eXistenZ†,English,Canada,31000000,1999,6.8,Horror
StevenSpielberg,115,242374454,Action|Adventure,RaidersoftheLostArk†,English,USA,18000000,1981,8.5,Action
ChrisColumbus,120,173585516,Adventure|Comedy|Family,HomeAlone2:LostinNewYork†,English,USA,18000000,1992,6.6,Adventure
StevenSpielberg,135,128300000,Drama|Sci-Fi,CloseEncountersoftheThirdKind†,English,USA,19400870,1977,7.7,Drama
JimSonzero,90,20259297,Drama|Horror|Sci-Fi|Thriller,Pulse†,English,USA,20000000,2006,4.7,Drama
TonyScott,100,153665036,Action|Comedy|Crime|Thriller,BeverlyHillsCopII†,English,USA,28000000,1987,6.4,Action
AdamShankman,105,132541238,Comedy,BringingDowntheHouse†,English,USA,33000000,2003,5.5,Comedy
JonathanDemme,138,130727000,Crime|Drama|Horror|Thriller,TheSilenceoftheLambs†,English,USA,19000000,1991,8.6,Crime
PenelopeSpheeris,94,121697350,Comedy|Music,Wayne'sWorld†,English,USA,20000000,1992,7,Comedy
JeffTremaine,101,117224271,Action|Comedy|Documentary,Jackass3D†,English,USA,20000000,2010,7.1,Action
JeannotSzwarc,131,102922376,Adventure|Horror|Thriller,Jaws2†,English,USA,20000000,1978,5.7,Adventure
RajaGosnell,91,94497271,Adventure|Comedy|Drama|Family|Romance,BeverlyHillsChihuahua†,English,USA,20000000,2008,3.7,Adventure
JamesWan,112,137387272,Horror|Mystery|Thriller,TheConjuring†,English,USA,20000000,2013,7.5,Horror
BrianLevant,95,82301521,Adventure|Comedy|Family|Romance,AreWeThereYet?†,English,USA,32000000,2005,4.6,Adventure
BenFalcone,100,84518155,Comedy,Tammy†,English,USA,20000000,2014,4.9,Comedy
D.J.Caruso,105,80050171,Drama|Mystery|Thriller,Disturbia†,English,USA,20000000,2007,6.9,Drama
RichardLinklater,108,81257845,Comedy|Music,SchoolofRock†,English,USA,35000000,2003,7.1,Comedy
PaulW.S.Anderson,101,70360285,Action|Adventure|Fantasy|Sci-Fi|Thriller,MortalKombat†,English,USA,18000000,1995,5.8,Action
PaulMcGuigan,114,12831121,Drama|Mystery|Romance|Thriller,WickerPark†,English,USA,30000000,2004,7,Drama
KeenenIvoryWayans,109,69148997,Comedy|Crime,WhiteChicks†,English,USA,37000000,2004,5.4,Comedy
AlexanderPayne,115,82624961,Comedy|Drama,TheDescendants†,English,USA,20000000,2011,7.3,Comedy
AndrewDavis,117,67325559,Adventure|Comedy|Drama|Family|Mystery,Holes†,English,USA,20000000,2003,7.1,Adventure
JulieAnneRobinson,107,62933793,Drama|Family|Music|Romance,TheLastSong†,English,USA,20000000,2010,5.8,Drama
SteveMcQueen,134,56667870,Biography|Drama|History,12YearsaSlave†,English,USA,20000000,2013,8.1,Biography
CharlesStoneIII,118,56398162,Comedy|Drama|Music|Romance,Drumline†,English,USA,20000000,2002,5.7,Comedy
TylerPerry,121,60072596,Comedy|Drama|Romance,WhyDidIGetMarriedToo?†,English,USA,20000000,2010,4.4,Comedy
TimBurton,105,56362352,Fantasy|Romance,EdwardScissorhands†,English,USA,20000000,1990,7.9,Fantasy
TheaSharrock,110,56154094,Drama|Romance,MeBeforeYou†,English,UK,20000000,2016,7.6,Drama
TylerPerry,114,65623128,Comedy|Crime|Drama,Madea'sWitnessProtection†,English,USA,20000000,2012,4.8,Comedy
JonLucas,100,55461307,Comedy,BadMoms†,English,USA,20000000,2016,6.7,Comedy
AaronSeltzer,85,48546578,Comedy|Romance,DateMovie†,English,USA,20000000,2006,2.7,Comedy
RobinBudd,72,48423368,Adventure|Animation|Family|Fantasy,ReturntoNeverLand†,English,USA,20000000,2002,5.8,Adventure
AvaDuVernay,128,52066000,Biography|Drama|History,Selma†,English,UK,20000000,2014,7.5,Biography
SteveTrenbirth,72,47887943,Adventure|Animation|Family|Musical,TheJungleBook2†,English,USA,20000000,2003,5.4,Adventure
StephenKay,89,46363118,Drama|Horror|Mystery|Thriller,Boogeyman†,English,USA,20000000,2005,4.1,Drama
MennanYapo,96,47852604,Drama|Mystery|Thriller,Premonition†,English,USA,20000000,2007,5.9,Drama
JunFalkenstein,77,45542421,Animation|Comedy|Drama|Family|Musical,TheTiggerMovie†,English,USA,30000000,2000,6.3,Animation
BoazYakin,111,42652003,Adventure|Family,Max†,English,USA,20000000,2015,6.8,Adventure
JasonFriedberg,93,39737645,Adventure|Comedy,EpicMovie†,English,USA,20000000,2007,2.3,Adventure
JohnMilius,129,37567440,Adventure|Fantasy,ConantheBarbarian†,English,USA,20000000,1982,6.9,Adventure
TomMcCarthy,128,44988180,Biography|Crime|Drama|History,Spotlight†,English,USA,20000000,2015,8.1,Biography
NeilLaBute,110,39263506,Crime|Drama|Thriller,LakeviewTerrace†,English,USA,22000000,2008,6.1,Crime
TakashiShimizu,137,39143839,Horror|Thriller,TheGrudge2†,English,USA,20000000,2006,5,Horror
KevinRodneySullivan,124,37672350,Comedy|Drama|Romance,HowStellaGotHerGrooveBack†,English,USA,20000000,1998,5.5,Comedy
PeterHewitt,93,38037513,Adventure|Comedy|Fantasy|Music|Sci-Fi,Bill&Ted'sBogusJourney†,English,USA,20000000,1991,6.2,Adventure
BarryLevinson,115,37442180,Comedy|Drama|Romance|Thriller,ManoftheYear†,English,USA,20000000,2006,6.2,Comedy
AntonCorbijn,105,35596227,Crime|Drama|Thriller,TheAmerican†,English,USA,20000000,2010,6.3,Crime
GregoryNava,127,35422828,Biography|Drama|Music,Selena†,English,USA,20000000,1997,6.7,Biography
JasonFriedberg,82,36658108,Comedy,VampiresSuck†,English,USA,20000000,2010,3.5,Comedy
AlejandroG.I√±√°rritu,143,34300771,Drama,Babel†,English,France,25000000,2006,7.5,Drama
ShawnLevy,103,34290142,Comedy|Drama,ThisIsWhereILeaveYou†,English,USA,19800000,2014,6.6,Comedy
JohnPatrickShanley,104,33422556,Drama|Mystery,Doubt†,English,USA,20000000,2008,7.5,Drama
TreyParker,98,32774834,Action|Comedy,TeamAmerica:WorldPolice†,English,USA,30000000,2004,7.2,Action
JohnLuessenhop,92,34334256,Horror|Thriller,TexasChainsaw3D†,English,USA,11000000,2013,4.8,Horror
JonAmiel,123,32051917,Crime|Drama|Mystery|Thriller,Copycat†,English,USA,20000000,1995,6.6,Crime
MalcolmD.Lee,88,32014289,Comedy,ScaryMovie5†,English,USA,20000000,2013,3.5,Comedy
GusVanSant,128,31838002,Biography|Drama|History,Milk†,English,USA,20000000,2008,7.6,Biography
KevinReynolds,107,36874745,Action|Adventure|Drama|Mystery,Risen†,English,USA,20000000,2016,6.3,Action
SteveBeck,91,30079316,Horror,GhostShip†,English,USA,35000000,2002,5.5,Horror
ToddStrauss-Schulson,90,35033759,Adventure|Comedy,AVeryHarold&Kumar3DChristmas†,English,USA,19000000,2011,6.3,Adventure
JohnMcNaughton,115,29753944,Crime|Drama|Mystery|Thriller,WildThings†,English,USA,20000000,1998,6.5,Crime
JohnMadden,113,31146570,Drama|Thriller,TheDebt†,English,USA,20000000,2010,6.9,Drama
StephenFrears,113,27277055,Comedy|Drama|Music|Romance,HighFidelity†,English,UK,20000000,2000,7.6,Comedy
EricValette,87,26876529,Horror|Mystery,OneMissedCall†,English,Japan,27000000,2008,3.9,Horror
JohnSchlesinger,101,53146000,Crime|Drama|Thriller,EyeforanEye†,English,USA,20000000,1996,6.1,Crime
RogerDonaldson,111,30028592,Crime|Drama|Romance|Thriller,TheBankJob†,English,UK,20000000,2008,7.3,Crime
MichelGondry,108,34126138,Drama|Fantasy|Romance|Sci-Fi,EternalSunshineoftheSpotlessMind†,English,USA,20000000,2004,8.3,Drama
AndyFickman,105,25677801,Comedy|Family|Romance,YouAgain†,English,USA,20000000,2010,5.8,Comedy
DavidAyer,109,26415649,Action|Crime|Drama|Thriller,StreetKings†,English,USA,20000000,2008,6.8,Action
EdgarWright,109,26003149,Action|Comedy|Sci-Fi,TheWorld'sEnd†,English,UK,20000000,2013,7,Action
AndrewFleming,99,25584685,Comedy|Crime|Family|Mystery|Romance|Thriller,NancyDrew†,English,USA,20000000,2007,5.9,Comedy
MichaelSpierig,98,29975979,Action|Horror|Sci-Fi|Thriller,Daybreakers†,English,Australia,20000000,2009,6.5,Action
JimFieldSmith,104,31584722,Comedy|Romance,She'sOutofMyLeague†,English,USA,20000000,2010,6.4,Comedy
ThomasBezucha,109,23179303,Adventure|Comedy|Family|Romance,MonteCarlo†,English,Hungary,20000000,2011,5.8,Adventure
WilliamBrentBell,75,23078294,Horror|Thriller,StayAlive†,English,USA,9000000,2006,5.1,Horror
SimonWincer,119,21413105,Action|Adventure|Drama|Romance|Western,QuigleyDownUnder†,English,Australia,20000000,1990,6.8,Action
AnthonyBell,90,25077977,Adventure|Animation|Comedy|Family|Romance,AlphaandOmega†,English,USA,20000000,2010,5.3,Adventure
RennyHarlin,97,23292105,Action|Fantasy|Horror|Thriller,TheCovenant†,English,USA,20000000,2006,5.3,Action
RobertRodriguez,89,20916309,Comedy|Family|Fantasy,Shorts†,English,USA,40000000,2009,4.9,Comedy
GusVanSant,106,21200000,Comedy|Crime|Drama,ToDieFor†,English,USA,20000000,1995,6.8,Comedy
HenryJoost,96,28876924,Adventure|Crime|Mystery|Sci-Fi|Thriller,Nerve†,English,USA,20000000,2016,7.1,Adventure
JohnCarpenter,104,20241395,Action|Horror|Thriller,Vampires†,English,USA,20000000,1998,6.1,Action
AlfredHitchcock,108,32000000,Horror|Mystery|Thriller,Psycho†,English,USA,806947,1960,8.5,Horror
HowardDeutch,112,19151864,Comedy|Romance,MyBestFriend'sGirl†,English,USA,40000000,2008,5.9,Comedy
ShanaFeste,104,23393765,Drama|Romance,EndlessLove†,English,USA,20000000,2014,6.3,Drama
GarryMarshall,113,18882880,Comedy|Drama,GeorgiaRule†,English,USA,20000000,2007,5.9,Comedy
SteveRash,98,8500000,Comedy,UndertheRainbow†,English,USA,20000000,1981,5.4,Comedy
MarkStevenJohnson,114,18252684,Comedy|Drama|Family,SimonBirch†,English,USA,30000000,1998,6.9,Comedy
MikeBinder,124,19661987,Drama,ReignOverMe†,English,USA,20000000,2007,7.5,Drama
SeanPenn,148,18352454,Adventure|Biography|Drama,IntotheWild†,English,USA,15000000,2007,8.2,Adventure
ToddPhillips,108,17803796,Comedy,SchoolforScoundrels†,English,USA,20000000,2006,5.9,Comedy
MichaelJ.Bassett,95,17529157,Adventure|Drama|Horror|Mystery|Thriller,SilentHill:Revelation3D†,English,France,20000000,2012,5,Adventure
RobertRodriguez,108,25753840,Crime|Fantasy|Horror,FromDuskTillDawn†,English,USA,19000000,1996,7.3,Crime
FrankNissen,68,18081626,Animation|Family|Fantasy|Mystery,Pooh'sHeffalumpMovie†,English,USA,20000000,2005,6.4,Animation
JodieFoster,103,17518220,Comedy|Drama|Romance,HomefortheHolidays†,English,USA,20000000,1995,6.6,Comedy
StephenChow,99,17104669,Action|Comedy|Crime|Fantasy,KungFuHustle†,Cantonese,HongKong,20000000,2004,7.8,Action
PeterHastings,88,16988996,Comedy|Family|Music|Musical,TheCountryBears†,English,USA,35000000,2002,4,Comedy
MarcForster,128,15797907,Drama,TheKiteRunner†,Dari,USA,20000000,2007,7.6,Drama
AlejandroG.I√±√°rritu,124,16248701,Drama,21Grams†,English,USA,20000000,2003,7.7,Drama
PaulAbascal,84,15712072,Action|Crime|Drama|Thriller,Paparazzi†,English,USA,20000000,2004,5.8,Action
CatherineHardwicke,122,191449475,Drama|Fantasy|Romance,Twilight†,English,USA,37000000,2008,5.2,Drama
ChrisKoch,101,15408822,Comedy|Romance,AGuyThing†,English,USA,20000000,2003,5.6,Comedy
AmyHeckerling,98,15464026,Comedy|Romance,Loser†,English,USA,20000000,2000,5.3,Comedy
GeorgeStevens,225,8000000,Biography|Drama|History,TheGreatestStoryEverTold†,English,USA,20000000,1965,6.6,Biography
JasonFriedberg,88,14174654,Comedy,DisasterMovie†,English,USA,25000000,2008,1.9,Comedy
Nimr√≥dAntal,88,15988876,Action|Crime|Thriller,Armored†,English,USA,27000000,2009,5.7,Action
JonAmiel,94,13801755,Action|Comedy|Crime|Thriller,TheManWhoKnewTooLittle†,English,USA,20000000,1997,6.6,Action
MarkMylod,117,13987482,Comedy|Romance,What'sYourNumber?†,English,USA,20000000,2011,6,Comedy
JamesMather,95,14291570,Action|Adventure|Sci-Fi|Thriller,Lockout†,English,France,20000000,2012,6.1,Action
BarryLevinson,99,12181484,Comedy,Envy†,English,USA,40000000,2004,4.8,Comedy
MarkNeveldine,96,13630226,Action|Crime|Sci-Fi|Thriller,Crank:HighVoltage†,English,USA,20000000,2009,6.2,Action
WoodyAllen,98,13383737,Comedy|Crime,BulletsOverBroadway†,English,USA,20000000,1994,7.5,Comedy
MichaelO.Sajbel,123,13391174,Biography|Drama|History,OneNightwiththeKing†,English,USA,20000000,2006,6.3,Biography
PhillipNoyce,101,12987647,Drama|Mystery|Romance|Thriller|War,TheQuietAmerican†,English,UK,30000000,2002,7.1,Drama
GoreVerbinski,102,12469811,Comedy|Drama,TheWeatherMan†,English,USA,22000000,2005,6.6,Comedy
WalterHill,94,12398628,Action|Crime|Drama|Sport,Undisputed†,English,USA,20000000,2002,6.1,Action
DavidKoepp,102,13214030,Comedy|Drama|Fantasy|Romance,GhostTown†,English,USA,20000000,2008,6.7,Comedy
RennyHarlin,108,12232937,Action|Crime|Thriller,12Rounds†,English,USA,22000000,2009,5.6,Action
MattReeves,116,12134420,Drama|Fantasy|Horror|Mystery,LetMeIn†,English,UK,20000000,2010,7.2,Drama
CharlesT.Kanganis,93,11784000,Action|Comedy|Family,3NinjasKickBack†,English,USA,20000000,1994,4.3,Action
MichelGondry,102,11169531,Comedy,BeKindRewind†,English,UK,20000000,2008,6.4,Comedy
StephenFrears,103,11034436,Comedy|Drama|Music|War,MrsHendersonPresents†,English,UK,20000000,2005,7.1,Comedy
JohnHillcoat,115,12626905,Action|Crime|Drama|Thriller,Triple9†,English,USA,20000000,2016,6.3,Action
WoodyAllen,96,10569071,Comedy,DeconstructingHarry†,English,USA,20000000,1997,7.4,Comedy
DamonSantostefano,98,10544143,Comedy|Romance,ThreetoTango†,English,Australia,20000000,1999,6.1,Comedy
JohnWells,101,13650738,Comedy|Drama,Burnt†,English,USA,20000000,2015,6.6,Comedy
NeilJordan,106,10555348,Comedy|Crime,We'reNoAngels†,English,USA,20000000,1989,6,Comedy
WoodyAllen,101,9714482,Comedy|Musical|Romance,EveryoneSaysILoveYou†,English,USA,20000000,1996,6.8,Comedy
FrankOz,87,8579684,Comedy,DeathataFuneral†,English,USA,9000000,2007,7.4,Comedy
JamesWan,111,9525276,Action|Crime|Thriller,DeathSentence†,English,USA,20000000,2007,6.8,Action
KirkJones,99,8855646,Adventure|Drama,Everybody'sFine†,English,USA,21000000,2009,7.2,Adventure
BobClark,88,9109322,Comedy|Family|Sci-Fi,Superbabies:BabyGeniuses2†,English,Germany,20000000,2004,1.9,Comedy
LesMayfield,83,8326035,Action|Comedy|Crime,TheMan†,English,Germany,33000000,2005,5.5,Action
LesMayfield,91,8104069,Action|Comedy|Crime,CodeName:TheCleaner†,English,USA,20000000,2007,4.5,Action
MichaelLembeck,108,8054280,Comedy|Crime|Music,ConnieandCarla†,English,USA,20000000,2004,6.3,Comedy
PaulThomasAnderson,148,8093318,Comedy|Crime|Drama|Mystery|Romance,InherentVice†,English,USA,20000000,2014,6.7,Comedy
DaveBorthwick,77,7382993,Adventure|Animation|Comedy|Family|Fantasy,Doogal†,English,USA,20000000,2006,2.8,Adventure
BensonLee,110,8888355,Drama|Music,BattleoftheYear†,English,USA,20000000,2013,5,Drama
DavidZucker,83,7001720,Comedy|Fantasy,AnAmericanCarol†,English,USA,12000000,2008,4.3,Comedy
RobertRodriguez,107,7268659,Action|Comedy|Crime|Thriller,MacheteKills†,English,Russia,20000000,2013,5.6,Action
GlenMorgan,100,6852144,Drama|Horror|Sci-Fi|Thriller,Willard†,English,Canada,22000000,2003,6.2,Drama
FredWolf,87,6563357,Adventure|Comedy,StrangeWilderness†,English,USA,20000000,2008,5.3,Adventure
MikeLeigh,154,6201757,Biography|Comedy|Drama|History|Music|Musical,Topsy-Turvy†,English,UK,10000000,1999,7.4,Biography
AlejandroMonteverde,106,6420319,Drama|War,LittleBoy†,English,Mexico,20000000,2015,7.4,Drama
DavidCronenberg,99,5702083,Biography|Drama|Thriller,ADangerousMethod†,English,UK,15000000,2011,6.5,Biography
RichardLinklater,100,5480996,Animation|Drama|Mystery|Sci-Fi|Thriller,AScannerDarkly†,English,USA,8700000,2006,7.1,Animation
MichaelApted,116,6002756,Biography|Drama|Sport,ChasingMavericks†,English,USA,20000000,2012,7.2,Biography
UweBoll,94,5132655,Horror|Sci-Fi,AloneintheDark†,English,Canada,20000000,2005,2.3,Horror
ToddGraff,111,5205343,Comedy|Drama|Family|Music|Romance,Bandslam†,English,USA,20000000,2009,6.4,Comedy
JonathanGlazer,100,5005883,Drama|Mystery|Romance|Thriller,Birth†,English,USA,20000000,2004,6.1,Drama
J.C.Chandor,125,5749134,Action|Crime|Drama|Thriller,AMostViolentYear†,English,USA,20000000,2014,7,Action
MarcAbraham,119,4234040,Biography|Drama,FlashofGenius†,English,USA,20000000,2008,7,Biography
ToddHaynes,135,4001121,Biography|Drama|Music,I'mNotThere.†,English,USA,20000000,2007,7,Biography
MabroukElMechri,93,3749061,Action|Thriller,TheColdLightofDay†,English,USA,20000000,2012,4.9,Action
RianJohnson,114,3519627,Adventure|Comedy|Drama|Romance,TheBrothersBloom†,English,USA,20000000,2008,6.9,Adventure
CharlieKaufman,124,3081925,Comedy|Drama|Romance,"Synecdoche,NewYork†",English,USA,21000000,2008,7.5,Comedy
HayaoMiyazaki,134,2298191,Adventure|Animation|Fantasy,PrincessMononoke†,Japanese,Japan,2400000000,1997,8.4,Adventure
Jean-PaulRappeneau,114,2353728,Comedy|Drama|Mystery|Romance|Thriller|War,Bonvoyage†,French,France,20000000,2003,6.9,Comedy
NancyWalker,124,2000000,Biography|Comedy|Musical,Can'tStoptheMusic†,English,USA,20000000,1980,4.5,Biography
JohnHillcoat,104,1900725,Crime|Drama|Western,TheProposition†,English,Australia,2000000,2005,7.4,Crime
AngeloPizzo,118,2246000,Biography|Drama|Sport,Courage†,English,USA,20000000,2015,7,Biography
RichardBenjamin,80,1646664,Comedy|Music,MarciX†,English,USA,20000000,2003,2.8,Comedy
KurtWimmer,107,1190018,Action|Drama|Sci-Fi|Thriller,Equilibrium†,English,USA,20000000,2002,7.5,Action
RogerSpottiswoode,125,1027749,Drama|War,TheChildrenofHuangShi†,English,Australia,40000000,2008,7.1,Drama
JamesGray,115,882710,Crime|Drama|Romance|Thriller,TheYards†,English,USA,24000000,2000,6.4,Crime
MatthewDiamond,88,1064277,Adventure|Family|Fantasy|Musical,TheOogielovesintheBigBalloonAdventure†,English,USA,20000000,2012,6.7,Adventure
AngelinaJoliePitt,122,531009,Drama|Romance,BytheSea†,English,USA,10000000,2015,5.3,Drama
Katsuhiro√îtomo,103,410388,Action|Adventure|Animation|Family|Sci-Fi|Thriller,Steamboy†,Japanese,Japan,2127519898,2004,6.9,Action
DavidAnspaugh,101,375474,Drama|History|Sport,TheGameofTheirLives†,English,USA,20000000,2005,6.2,Drama
KevinReynolds,107,305070,Action|Adventure|Drama|History|Romance,RapaNui†,English,USA,20000000,1994,6.4,Action
KevinMunroe,107,1183354,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,DylanDog:DeadofNight†,English,USA,20000000,2010,5.1,Action
DanielAlgrant,100,121972,Crime|Drama|Mystery,PeopleIKnow†,English,USA,22000000,2002,5.5,Crime
JulieTaymor,110,263365,Comedy|Drama|Fantasy|Romance,TheTempest†,English,USA,20000000,2010,5.4,Comedy
JohnCurran,125,8047690,Drama|Romance,ThePaintedVeil†,Mandarin,China,19400000,2006,7.5,Drama
UliEdel,184,476270,Action|Biography|Crime|Drama,TheBaaderMeinhofComplex†,German,Germany,20000000,2008,7.4,Action
KevinCostner,236,184208848,Adventure|Drama|Western,DanceswithWolves†,English,USA,22000000,1990,8,Adventure
JakeKasdan,97,100292856,Comedy,BadTeacher†,English,USA,20000000,2011,5.7,Comedy
HaroldBecker,113,58571513,Crime|Drama|Mystery|Thriller,SeaofLove†,English,USA,19000000,1989,6.8,Crime
MarkRosman,95,51431160,Comedy|Family|Romance,ACinderellaStory†,English,USA,20000000,2004,5.9,Comedy
WesCraven,103,103001286,Horror|Mystery,Scream†,English,USA,15000000,1996,7.2,Horror
SteveBeck,91,41867960,Horror,Thir13enGhosts†,English,USA,20000000,2001,5.5,Horror
RobertZemeckis,116,210609762,Adventure|Comedy|Sci-Fi,BacktotheFuture†,English,USA,19000000,1985,8.5,Adventure
WilliamMalone,93,40846082,Horror|Mystery|Thriller,HouseonHauntedHill†,English,USA,19000000,1999,5.6,Horror
TylerPerry,113,51697449,Comedy|Drama,ICanDoBadAllbyMyself†,English,USA,13000000,2009,4.1,Comedy
JoshGordon,101,27758465,Comedy|Drama|Romance,TheSwitch†,English,USA,19000000,2010,6.1,Comedy
ShawnLevy,95,56127162,Comedy|Romance,JustMarried†,English,USA,18000000,2003,5.4,Comedy
LeeTamahori,109,1357042,Biography|Drama|Thriller,TheDevil'sDouble†,English,Belgium,15000000,2011,7.1,Biography
BrittAllcroft,85,15911333,Adventure|Comedy|Drama|Family|Fantasy,ThomasandtheMagicRailroad†,English,UK,19000000,2000,3.6,Adventure
BreckEisner,101,39103378,Horror|Thriller,TheCrazies†,English,USA,20000000,2010,6.5,Horror
HayaoMiyazaki,125,10049886,Adventure|Animation|Family|Fantasy,SpiritedAway†,Japanese,Japan,19000000,2001,8.6,Adventure
RogerDonaldson,132,8600000,Action|Adventure|Drama|History|Romance,TheBounty†,English,UK,25000000,1984,7,Action
BrianPercival,131,21483154,Drama|War,TheBookThief†,English,USA,19000000,2013,7.6,Drama
SeanAnders,129,8396942,Adventure|Comedy|Romance,SexDrive†,English,USA,19000000,2008,6.5,Adventure
AnandTucker,100,12561,Comedy|Romance,LeapYear†,English,USA,19000000,2010,6.4,Comedy
MichaelDowse,97,6923891,Comedy|Drama|Romance,TakeMeHomeTonight†,English,USA,23000000,2011,6.3,Comedy
EmileArdolino,92,2119994,Family|Fantasy|Music,TheNutcracker†,English,USA,19000000,1993,5.7,Family
RobertAltman,116,1292527,Crime|Drama|Music|Thriller,KansasCity†,English,France,19000000,1996,6.3,Crime
AndrewDouglas,90,64255243,Drama|Horror|Mystery|Thriller,TheAmityvilleHorror†,English,USA,19000000,2005,6,Drama
SpikeJonze,81,22245861,Comedy|Drama,Adaptation.†,English,USA,19000000,2002,7.7,Comedy
GeorgeA.Romero,97,20433940,Horror,LandoftheDead†,English,Canada,15000000,2005,6.2,Horror
